1, none, minecraft:the_void, MONSTER, mowziesmobs:grottol, 10, 1, 1
951, river, minecraft:river, MONSTER, minecraft:drowned, 80, 1, 1
952, river, minecraft:river, MONSTER, mowziesmobs:grottol, 10, 1, 1
953, river, minecraft:river, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
954, river, minecraft:river, MONSTER, midnight_madness:necromancer, 10, 1, 2
955, river, minecraft:river, MONSTER, midnight_madness:fallen_king, 10, 1, 1
956, river, minecraft:river, MONSTER, turrets:missile, 20, 4, 4
957, river, minecraft:river, MONSTER, quark:stoneling, 80, 1, 1
958, river, minecraft:river, MONSTER, quark:toretoise, 80, 2, 4
959, river, minecraft:river, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
960, river, minecraft:river, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
961, river, minecraft:river, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
962, river, minecraft:river, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
963, river, minecraft:river, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
964, river, minecraft:river, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
965, river, minecraft:river, AMBIENT, minecraft:bat, 10, 8, 8
966, river, minecraft:river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
967, river, minecraft:river, WATER_CREATURE, minecraft:squid, 10, 1, 4
968, river, minecraft:river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
969, river, minecraft:frozen_river, MONSTER, minecraft:spider, 80, 4, 4
970, river, minecraft:frozen_river, MONSTER, minecraft:zombie, 80, 4, 4
971, river, minecraft:frozen_river, MONSTER, minecraft:zombie_villager, 10, 1, 1
972, river, minecraft:frozen_river, MONSTER, minecraft:skeleton, 80, 4, 4
973, river, minecraft:frozen_river, MONSTER, minecraft:creeper, 80, 4, 4
974, river, minecraft:frozen_river, MONSTER, minecraft:slime, 80, 4, 4
975, river, minecraft:frozen_river, MONSTER, minecraft:enderman, 5, 1, 4
976, river, minecraft:frozen_river, MONSTER, minecraft:witch, 5, 1, 1
977, river, minecraft:frozen_river, MONSTER, minecraft:drowned, 10, 1, 1
978, river, minecraft:frozen_river, MONSTER, mowziesmobs:grottol, 10, 1, 1
979, river, minecraft:frozen_river, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
980, river, minecraft:frozen_river, MONSTER, midnight_madness:necromancer, 10, 1, 2
981, river, minecraft:frozen_river, MONSTER, midnight_madness:fallen_king, 10, 1, 1
982, river, minecraft:frozen_river, MONSTER, turrets:missile, 20, 4, 4
983, river, minecraft:frozen_river, MONSTER, quark:stoneling, 80, 1, 1
984, river, minecraft:frozen_river, MONSTER, quark:toretoise, 80, 2, 4
985, river, minecraft:frozen_river, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
986, river, minecraft:frozen_river, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
987, river, minecraft:frozen_river, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
988, river, minecraft:frozen_river, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
989, river, minecraft:frozen_river, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
990, river, minecraft:frozen_river, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
991, river, minecraft:frozen_river, AMBIENT, minecraft:bat, 10, 8, 8
992, river, minecraft:frozen_river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
993, river, minecraft:frozen_river, WATER_CREATURE, minecraft:squid, 10, 1, 4
994, river, minecraft:frozen_river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
995, beach, minecraft:beach, MONSTER, minecraft:spider, 80, 4, 4
996, beach, minecraft:beach, MONSTER, minecraft:zombie, 80, 4, 4
997, beach, minecraft:beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
998, beach, minecraft:beach, MONSTER, minecraft:skeleton, 80, 4, 4
999, beach, minecraft:beach, MONSTER, minecraft:creeper, 80, 4, 4
1000, beach, minecraft:beach, MONSTER, minecraft:slime, 80, 4, 4
1001, beach, minecraft:beach, MONSTER, minecraft:enderman, 5, 1, 4
1002, beach, minecraft:beach, MONSTER, minecraft:witch, 5, 1, 1
1003, beach, minecraft:beach, MONSTER, mowziesmobs:grottol, 10, 1, 1
1004, beach, minecraft:beach, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1005, beach, minecraft:beach, MONSTER, midnight_madness:necromancer, 10, 1, 2
1006, beach, minecraft:beach, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1007, beach, minecraft:beach, MONSTER, turrets:missile, 20, 4, 4
1008, beach, minecraft:beach, MONSTER, quark:stoneling, 80, 1, 1
1009, beach, minecraft:beach, MONSTER, quark:toretoise, 80, 2, 4
1010, beach, minecraft:beach, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
1011, beach, minecraft:beach, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
1012, beach, minecraft:beach, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
1013, beach, minecraft:beach, CREATURE, minecraft:turtle, 10, 2, 5
1014, beach, minecraft:beach, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1015, beach, minecraft:beach, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1016, beach, minecraft:beach, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1017, beach, minecraft:beach, CREATURE, quark:crab, 10, 1, 3
1018, beach, minecraft:beach, AMBIENT, minecraft:bat, 10, 8, 8
1019, beach, minecraft:beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1020, beach, minecraft:snowy_beach, MONSTER, minecraft:spider, 80, 4, 4
1021, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie, 80, 4, 4
1022, beach, minecraft:snowy_beach, MONSTER, minecraft:zombie_villager, 10, 1, 1
1023, beach, minecraft:snowy_beach, MONSTER, minecraft:skeleton, 80, 4, 4
1024, beach, minecraft:snowy_beach, MONSTER, minecraft:creeper, 80, 4, 4
1025, beach, minecraft:snowy_beach, MONSTER, minecraft:slime, 80, 4, 4
1026, beach, minecraft:snowy_beach, MONSTER, minecraft:enderman, 5, 1, 4
1027, beach, minecraft:snowy_beach, MONSTER, minecraft:witch, 5, 1, 1
1028, beach, minecraft:snowy_beach, MONSTER, mowziesmobs:grottol, 10, 1, 1
1029, beach, minecraft:snowy_beach, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1030, beach, minecraft:snowy_beach, MONSTER, midnight_madness:necromancer, 10, 1, 2
1031, beach, minecraft:snowy_beach, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1032, beach, minecraft:snowy_beach, MONSTER, turrets:missile, 20, 4, 4
1033, beach, minecraft:snowy_beach, MONSTER, quark:stoneling, 80, 1, 1
1034, beach, minecraft:snowy_beach, MONSTER, quark:toretoise, 80, 2, 4
1035, beach, minecraft:snowy_beach, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
1036, beach, minecraft:snowy_beach, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
1037, beach, minecraft:snowy_beach, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
1038, beach, minecraft:snowy_beach, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1039, beach, minecraft:snowy_beach, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1040, beach, minecraft:snowy_beach, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1041, beach, minecraft:snowy_beach, CREATURE, quark:crab, 10, 1, 3
1042, beach, minecraft:snowy_beach, AMBIENT, minecraft:bat, 10, 8, 8
1043, beach, minecraft:snowy_beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1044, beach, minecraft:stony_shore, MONSTER, minecraft:spider, 80, 4, 4
1045, beach, minecraft:stony_shore, MONSTER, minecraft:zombie, 80, 4, 4
1046, beach, minecraft:stony_shore, MONSTER, minecraft:zombie_villager, 10, 1, 1
1047, beach, minecraft:stony_shore, MONSTER, minecraft:skeleton, 80, 4, 4
1048, beach, minecraft:stony_shore, MONSTER, minecraft:creeper, 80, 4, 4
1049, beach, minecraft:stony_shore, MONSTER, minecraft:slime, 80, 4, 4
1050, beach, minecraft:stony_shore, MONSTER, minecraft:enderman, 5, 1, 4
1051, beach, minecraft:stony_shore, MONSTER, minecraft:witch, 5, 1, 1
1052, beach, minecraft:stony_shore, MONSTER, mowziesmobs:grottol, 10, 1, 1
1053, beach, minecraft:stony_shore, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1054, beach, minecraft:stony_shore, MONSTER, midnight_madness:necromancer, 10, 1, 2
1055, beach, minecraft:stony_shore, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1056, beach, minecraft:stony_shore, MONSTER, turrets:missile, 20, 4, 4
1057, beach, minecraft:stony_shore, MONSTER, quark:stoneling, 80, 1, 1
1058, beach, minecraft:stony_shore, MONSTER, quark:toretoise, 80, 2, 4
1059, beach, minecraft:stony_shore, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
1060, beach, minecraft:stony_shore, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
1061, beach, minecraft:stony_shore, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
1062, beach, minecraft:stony_shore, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1063, beach, minecraft:stony_shore, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1064, beach, minecraft:stony_shore, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1065, beach, minecraft:stony_shore, CREATURE, quark:crab, 10, 1, 3
1066, beach, minecraft:stony_shore, AMBIENT, minecraft:bat, 10, 8, 8
1067, beach, minecraft:stony_shore, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1068, ocean, minecraft:warm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1069, ocean, minecraft:warm_ocean, MONSTER, minecraft:spider, 80, 4, 4
1070, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1071, ocean, minecraft:warm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1072, ocean, minecraft:warm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1073, ocean, minecraft:warm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1074, ocean, minecraft:warm_ocean, MONSTER, minecraft:slime, 80, 4, 4
1075, ocean, minecraft:warm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1076, ocean, minecraft:warm_ocean, MONSTER, minecraft:witch, 5, 1, 1
1077, ocean, minecraft:warm_ocean, MONSTER, mowziesmobs:grottol, 10, 1, 1
1078, ocean, minecraft:warm_ocean, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1079, ocean, minecraft:warm_ocean, MONSTER, midnight_madness:necromancer, 10, 1, 2
1080, ocean, minecraft:warm_ocean, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1081, ocean, minecraft:warm_ocean, MONSTER, turrets:missile, 20, 4, 4
1082, ocean, minecraft:warm_ocean, MONSTER, quark:stoneling, 80, 1, 1
1083, ocean, minecraft:warm_ocean, MONSTER, quark:toretoise, 80, 2, 4
1084, ocean, minecraft:warm_ocean, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
1085, ocean, minecraft:warm_ocean, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
1086, ocean, minecraft:warm_ocean, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
1087, ocean, minecraft:warm_ocean, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1088, ocean, minecraft:warm_ocean, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1089, ocean, minecraft:warm_ocean, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1090, ocean, minecraft:warm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1091, ocean, minecraft:warm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1092, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:squid, 10, 4, 4
1093, ocean, minecraft:warm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1094, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
1095, ocean, minecraft:warm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1096, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:spider, 80, 4, 4
1097, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1098, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1099, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1100, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1101, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:slime, 80, 4, 4
1102, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1103, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
1104, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1105, ocean, minecraft:lukewarm_ocean, MONSTER, mowziesmobs:grottol, 10, 1, 1
1106, ocean, minecraft:lukewarm_ocean, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1107, ocean, minecraft:lukewarm_ocean, MONSTER, midnight_madness:necromancer, 10, 1, 2
1108, ocean, minecraft:lukewarm_ocean, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1109, ocean, minecraft:lukewarm_ocean, MONSTER, turrets:missile, 20, 4, 4
1110, ocean, minecraft:lukewarm_ocean, MONSTER, quark:stoneling, 80, 1, 1
1111, ocean, minecraft:lukewarm_ocean, MONSTER, quark:toretoise, 80, 2, 4
1112, ocean, minecraft:lukewarm_ocean, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
1113, ocean, minecraft:lukewarm_ocean, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
1114, ocean, minecraft:lukewarm_ocean, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
1115, ocean, minecraft:lukewarm_ocean, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1116, ocean, minecraft:lukewarm_ocean, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1117, ocean, minecraft:lukewarm_ocean, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1118, ocean, minecraft:lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1119, ocean, minecraft:lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1120, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 2
1121, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1122, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
1123, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 10, 1, 3
1124, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1125, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:spider, 80, 4, 4
1126, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1127, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1128, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1129, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1130, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:slime, 80, 4, 4
1131, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1132, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
1133, ocean, minecraft:deep_lukewarm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1134, ocean, minecraft:deep_lukewarm_ocean, MONSTER, mowziesmobs:grottol, 10, 1, 1
1135, ocean, minecraft:deep_lukewarm_ocean, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1136, ocean, minecraft:deep_lukewarm_ocean, MONSTER, midnight_madness:necromancer, 10, 1, 2
1137, ocean, minecraft:deep_lukewarm_ocean, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1138, ocean, minecraft:deep_lukewarm_ocean, MONSTER, turrets:missile, 20, 4, 4
1139, ocean, minecraft:deep_lukewarm_ocean, MONSTER, quark:stoneling, 80, 1, 1
1140, ocean, minecraft:deep_lukewarm_ocean, MONSTER, quark:toretoise, 80, 2, 4
1141, ocean, minecraft:deep_lukewarm_ocean, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
1142, ocean, minecraft:deep_lukewarm_ocean, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
1143, ocean, minecraft:deep_lukewarm_ocean, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
1144, ocean, minecraft:deep_lukewarm_ocean, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1145, ocean, minecraft:deep_lukewarm_ocean, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1146, ocean, minecraft:deep_lukewarm_ocean, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1147, ocean, minecraft:deep_lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1148, ocean, minecraft:deep_lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1149, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1150, ocean, minecraft:deep_lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1151, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
1152, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 10, 1, 3
1153, ocean, minecraft:deep_lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1154, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
1155, ocean, minecraft:ocean, MONSTER, minecraft:zombie, 80, 4, 4
1156, ocean, minecraft:ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1157, ocean, minecraft:ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1158, ocean, minecraft:ocean, MONSTER, minecraft:creeper, 80, 4, 4
1159, ocean, minecraft:ocean, MONSTER, minecraft:slime, 80, 4, 4
1160, ocean, minecraft:ocean, MONSTER, minecraft:enderman, 5, 1, 4
1161, ocean, minecraft:ocean, MONSTER, minecraft:witch, 5, 1, 1
1162, ocean, minecraft:ocean, MONSTER, minecraft:drowned, 10, 1, 1
1163, ocean, minecraft:ocean, MONSTER, mowziesmobs:grottol, 10, 1, 1
1164, ocean, minecraft:ocean, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1165, ocean, minecraft:ocean, MONSTER, midnight_madness:necromancer, 10, 1, 2
1166, ocean, minecraft:ocean, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1167, ocean, minecraft:ocean, MONSTER, turrets:missile, 20, 4, 4
1168, ocean, minecraft:ocean, MONSTER, quark:stoneling, 80, 1, 1
1169, ocean, minecraft:ocean, MONSTER, quark:toretoise, 80, 2, 4
1170, ocean, minecraft:ocean, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
1171, ocean, minecraft:ocean, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
1172, ocean, minecraft:ocean, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
1173, ocean, minecraft:ocean, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1174, ocean, minecraft:ocean, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1175, ocean, minecraft:ocean, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1176, ocean, minecraft:ocean, AMBIENT, minecraft:bat, 10, 8, 8
1177, ocean, minecraft:ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1178, ocean, minecraft:ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1179, ocean, minecraft:ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1180, ocean, minecraft:ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
1181, ocean, minecraft:deep_ocean, MONSTER, minecraft:spider, 80, 4, 4
1182, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1183, ocean, minecraft:deep_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1184, ocean, minecraft:deep_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1185, ocean, minecraft:deep_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1186, ocean, minecraft:deep_ocean, MONSTER, minecraft:slime, 80, 4, 4
1187, ocean, minecraft:deep_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1188, ocean, minecraft:deep_ocean, MONSTER, minecraft:witch, 5, 1, 1
1189, ocean, minecraft:deep_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1190, ocean, minecraft:deep_ocean, MONSTER, mowziesmobs:grottol, 10, 1, 1
1191, ocean, minecraft:deep_ocean, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1192, ocean, minecraft:deep_ocean, MONSTER, midnight_madness:necromancer, 10, 1, 2
1193, ocean, minecraft:deep_ocean, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1194, ocean, minecraft:deep_ocean, MONSTER, turrets:missile, 20, 4, 4
1195, ocean, minecraft:deep_ocean, MONSTER, quark:stoneling, 80, 1, 1
1196, ocean, minecraft:deep_ocean, MONSTER, quark:toretoise, 80, 2, 4
1197, ocean, minecraft:deep_ocean, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
1198, ocean, minecraft:deep_ocean, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
1199, ocean, minecraft:deep_ocean, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
1200, ocean, minecraft:deep_ocean, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1201, ocean, minecraft:deep_ocean, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1202, ocean, minecraft:deep_ocean, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1203, ocean, minecraft:deep_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1204, ocean, minecraft:deep_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1205, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1206, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1207, ocean, minecraft:deep_ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
1208, ocean, minecraft:cold_ocean, MONSTER, minecraft:spider, 80, 4, 4
1209, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1210, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1211, ocean, minecraft:cold_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1212, ocean, minecraft:cold_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1213, ocean, minecraft:cold_ocean, MONSTER, minecraft:slime, 80, 4, 4
1214, ocean, minecraft:cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1215, ocean, minecraft:cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
1216, ocean, minecraft:cold_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1217, ocean, minecraft:cold_ocean, MONSTER, mowziesmobs:grottol, 10, 1, 1
1218, ocean, minecraft:cold_ocean, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1219, ocean, minecraft:cold_ocean, MONSTER, midnight_madness:necromancer, 10, 1, 2
1220, ocean, minecraft:cold_ocean, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1221, ocean, minecraft:cold_ocean, MONSTER, turrets:missile, 20, 4, 4
1222, ocean, minecraft:cold_ocean, MONSTER, quark:stoneling, 80, 1, 1
1223, ocean, minecraft:cold_ocean, MONSTER, quark:toretoise, 80, 2, 4
1224, ocean, minecraft:cold_ocean, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
1225, ocean, minecraft:cold_ocean, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
1226, ocean, minecraft:cold_ocean, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
1227, ocean, minecraft:cold_ocean, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1228, ocean, minecraft:cold_ocean, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1229, ocean, minecraft:cold_ocean, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1230, ocean, minecraft:cold_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1231, ocean, minecraft:cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1232, ocean, minecraft:cold_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1233, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
1234, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
1235, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:spider, 80, 4, 4
1236, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie, 80, 4, 4
1237, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1238, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1239, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:creeper, 80, 4, 4
1240, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:slime, 80, 4, 4
1241, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1242, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:witch, 5, 1, 1
1243, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1244, ocean, minecraft:deep_cold_ocean, MONSTER, mowziesmobs:grottol, 10, 1, 1
1245, ocean, minecraft:deep_cold_ocean, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1246, ocean, minecraft:deep_cold_ocean, MONSTER, midnight_madness:necromancer, 10, 1, 2
1247, ocean, minecraft:deep_cold_ocean, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1248, ocean, minecraft:deep_cold_ocean, MONSTER, turrets:missile, 20, 4, 4
1249, ocean, minecraft:deep_cold_ocean, MONSTER, quark:stoneling, 80, 1, 1
1250, ocean, minecraft:deep_cold_ocean, MONSTER, quark:toretoise, 80, 2, 4
1251, ocean, minecraft:deep_cold_ocean, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
1252, ocean, minecraft:deep_cold_ocean, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
1253, ocean, minecraft:deep_cold_ocean, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
1254, ocean, minecraft:deep_cold_ocean, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1255, ocean, minecraft:deep_cold_ocean, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1256, ocean, minecraft:deep_cold_ocean, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1257, ocean, minecraft:deep_cold_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1258, ocean, minecraft:deep_cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
